project,source_repo,source_path,source_line,type_base,fn,source_visibility,raw_eval_match,raw_pub,raw_concrete,raw_abstract,raw_file,exclusion_reason
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,104,,proc_push_child,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,150,,proc_remove_child,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_kill_proc__impl0__kill_process_none_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,196,,page_to_proc,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,249,,proc_to_page,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_kill_proc__impl0__kill_process_none_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,264,,page_to_proc_with_first_thread,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_new_container__impl0__new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,321,,proc_perms_update_subtree_set,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/proc_util_t.rs,374,,proc_perms_remove_subtree_set,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_kill_proc__impl0__kill_process_none_root.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/process_tree.rs,1728,,proc_tree_check_is_ancestor,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/process_manager/process_manager__process_tree__proc_tree_check_is_ancestor.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,79,ProcessManager,get_container,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,103,ProcessManager,get_proc,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,127,ProcessManager,get_proc_by_thread_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,150,ProcessManager,get_thread,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,177,ProcessManager,get_cpu,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_empty_try_schedule__impl0__syscall_send_empty_try_schedule.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,196,ProcessManager,get_is_cpu_running,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,232,ProcessManager,get_container_by_proc_ptr,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_thread__impl0__syscall_new_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,256,ProcessManager,get_container_by_thread_ptr,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,278,ProcessManager,get_endpoint,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,302,ProcessManager,get_thread_ptr_by_cpu_id,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,326,ProcessManager,get_owning_proc_by_thread_ptr,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_thread__impl0__syscall_new_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,338,ProcessManager,get_proc_ptr_by_cpu_id,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,373,ProcessManager,get_endpoint_ptr_by_endpoint_idx,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/spec_proof.rs,413,ProcessManager,get_endpoint_by_endpoint_idx,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_new_container__impl0__syscall_new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread.rs,59,IPCPayLoad,get_payload_as_message,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread.rs,77,IPCPayLoad,get_payload_as_va_range,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread.rs,95,IPCPayLoad,get_payload_as_endpoint,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_receive_endpoint__impl0__syscall_receive_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread.rs,113,IPCPayLoad,get_payload_as_pci,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread.rs,131,IPCPayLoad,get_payload_as_page_fault,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,11,,page_to_thread,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_new_thread__impl0__new_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,62,,thread_to_page,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_kill_thread__impl0__kill_running_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,78,,page_to_thread_with_endpoint,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_new_container__impl0__new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,131,,thread_set_blocking_endpoint_endpoint_ref_scheduler_ref_state_and_ipc_payload,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__block_running_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,174,,thread_set_endpoint_descriptor,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__new_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,214,,thread_set_state,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,247,,thread_set_current_cpu,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__run_blocked_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,280,,thread_set_error_code,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,316,,thread_set_trap_frame_fast,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__block_running_thread_and_change_queue_state_and_set_trap_frame.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/process_manager/thread_util_t.rs,353,,thread_set_trap_frame_full,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,25,Quota,set_mem_4k,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,45,Quota,subtract_mem_4k,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_new_container__impl0__new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,64,Quota,set_mem_2m,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,80,Quota,set_mem_1g,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,96,Quota,set_pcid,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,112,Quota,set_ioid,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/quota.rs,146,Quota,subtract_new_quota,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_new_container__impl0__new_container_with_endpoint.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,11,StaticLinkedList,new,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,36,StaticLinkedList,set_value,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__init.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,68,StaticLinkedList,set_next,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__init.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,98,StaticLinkedList,set_prev,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__init.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,151,StaticLinkedList,get_value,pub,exact_project_fn_type,pub,concrete_verified_clean,failed (A),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__pop.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,162,StaticLinkedList,get_next,pub,exact_project_fn_type,pub,concrete_verified_clean,failed (A),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__pop.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/impl_t.rs,173,StaticLinkedList,get_prev,pub,exact_project_fn_type,pub,concrete_verified_clean,failed (A),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper3.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,31,StaticLinkedList,len,pub,exact_project_fn_type,pub,concrete_verified_clean,failed (A),verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl1__free_pages_are_not_mapped.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,259,StaticLinkedList,init,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__init.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,330,StaticLinkedList,get_head,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__kernel_kill_thread__impl0__kernel_proc_kill_all_threads.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,340,StaticLinkedList,push,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl2__free_page_4k.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,453,StaticLinkedList,pop,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl2__alloc_and_map_2m.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,552,StaticLinkedList,remove_helper1,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper1.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,598,StaticLinkedList,remove_helper2,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper2.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,646,StaticLinkedList,remove_helper3,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper3.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,699,StaticLinkedList,remove_helper4,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper4.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,774,StaticLinkedList,remove_helper5,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper5.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,825,StaticLinkedList,remove_helper6,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper6.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,879,StaticLinkedList,remove_helper7,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/slinkedlist/slinkedlist__spec_impl_u__impl2__remove_helper7.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/slinkedlist/spec_impl_u.rs,941,StaticLinkedList,remove,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl2__merged_4k_to_2m.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,33,TrapFrameOption,is_some,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,40,TrapFrameOption,is_none,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,48,TrapFrameOption,unwrap,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__syscall_send_empty_try_schedule__impl0__syscall_send_empty_try_schedule.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,56,TrapFrameOption,set_self_fast,pub,project_fn_only,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__run_blocked_thread.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,73,TrapFrameOption,set_self,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,83,TrapFrameOption,set_dst_fast,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,100,TrapFrameOption,set_dst,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,109,TrapFrameOption,set_to_none,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,116,TrapFrameOption,zeroed_none,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,192,Registers,new,pub,project_fn_only,,,,,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
atmosphere,mars-research/atmosphere,kernel/verified/trap.rs,223,Registers,set_self_fast,pub,exact_project_fn_type,pub,concrete_failed,N/A (failed),verusage/source-projects/atmosphere/verified/process_manager/process_manager__impl_base__impl0__run_blocked_thread.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,36,,page_ptr2page_index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl1__free_pages_are_not_mapped.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,46,,page_index2page_ptr,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/allocator/allocator__page_allocator_spec_impl__impl1__free_pages_are_not_mapped.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,98,,va_4k_valid,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,113,,va_4k_range_valid,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__va_4k_range_valid.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,139,,va_2m_valid,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,153,,va_1g_valid,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,209,,v2l1index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__v2l1index.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,221,,v2l2index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__v2l2index.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,233,,v2l3index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__v2l3index.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,245,,v2l4index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__v2l4index.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,256,,va21gindex,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,267,,va22mindex,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,279,,va2index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__alloc_and_map.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/util/page_ptr_util_u.rs,297,,va_add_range,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/util/util__page_ptr_util_u__va_4k_range_valid.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/va_range.rs,22,,va_range_disjoint,pub,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
atmosphere,mars-research/atmosphere,kernel/verified/va_range.rs,90,VaRange4K,new,pub,exact_project_fn_type,pub,concrete_verified_with_assumes,N/A (verified_with_assumes),verusage/source-projects/atmosphere/verified/va_range/va_range__impl2_new.rs,included_in_pub_eval_raw
atmosphere,mars-research/atmosphere,kernel/verified/va_range.rs,107,VaRange4K,index,pub,exact_project_fn_type,pub,concrete_verified_clean,verified,verusage/source-projects/atmosphere/verified/kernel/kernel__create_and_map_pages__impl0__check_address_space_va_range_free.rs,included_in_pub_eval_raw
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,34,,new,priv,project_fn_only,pub,concrete_failed,N/A (failed),verusage/source-projects/storage/verified/pmem_pmemutil/pmemutil_calculate_crc.rs,type_context_mismatch_or_duplicate_name; raw has same project/function but different type_base
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,50,,create,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,78,,read_item,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,96,,read_list_entry_at_index,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,120,,update_item,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,145,,delete,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,162,,append,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,183,,alloc_list_node_and_append,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,205,,update_item_and_append,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,228,,alloc_list_node_update_item_and_append,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,252,,update_list_entry_at_index,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,276,,update_entry_at_index_and_item,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,302,,trim_list,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
storage,microsoft/verified-storage,storage_node/src/kv/durable/durableimpl_v.rs,328,,trim_list_and_update_item,priv,none,,,,,not_in_pub_fn_eval_raw; not selected/extracted as determinism target from VeruSAGE standalone tasks
